WAV_FILE,WER,GroundTruth_Sentence,ASR_Sentence,Intent
1245.wav,0.5,Turn the brightness to level twelve,during the brightness local twelve,SetLightBrightness
1246.wav,0.2857142857142857,Turn the brightness to thirty nine percent,turn the break the thirty nine percent,SetLightBrightness
1247.wav,0.14285714285714285,Turn the brightness up in the basement,to the brightness up in the basement,IncreaseBrightness
1248.wav,0.6,Turn the bulb brightness down.,during the boom right down,DecreaseBrightness
1249.wav,0.3333333333333333,Turn the bulbs on brighter everywhere,during the bulls on brighter everywhere,IncreaseBrightness
125.wav,1.0,Can you turn off the lights,mhm,SwitchLightOff
1250.wav,0.5714285714285714,Turn the cella lights to twelve percent,the our like twelve percent,SetLightBrightness
1251.wav,0.7142857142857143,Turn the cellar lights to fifty percent,during the summer like eighty percent,SetLightBrightness
1252.wav,1.0,Turn the changing room lights off,which is,SwitchLightOff
1253.wav,0.0,Turn the changing room lights to ten percent,turn the changing room lights to ten percent,SetLightBrightness
1254.wav,0.7142857142857143,Turn the cublicle lights to level ten,[noise] during the cubicle that level ten,SetLightBrightness
1255.wav,0.4,Turn the entrance lights on,turn the insurance lights um,SwitchLightOn
1256.wav,0.4,Turn the entrance lights on.,from the insurance lights on,SwitchLightOn
1257.wav,1.0,Turn the flat light to twelve,[laughter] right right throw,SetLightBrightness
1258.wav,1.0,Turn the flat room off.,[noise] doing the classroom or,SwitchLightOff
1259.wav,0.5714285714285714,Turn the garden lights up a notch.,kindergarten nights up a notch,IncreaseBrightness
126.wav,1.0,Can you turn off the lights for the laundry room?,yeah no i don't do,SwitchLightOff
1260.wav,0.5,Turn the kids bedroom light red,the kids bedroom might read,SetLightColor
1261.wav,0.8,Turn the kitchen lights green,turn to july greed,SetLightColor
1262.wav,0.5,Turn the kitchen lights on brighter,doing the kitchen nights on though,IncreaseBrightness
1263.wav,0.0,Turn the large meeting room green.,turn the large meeting room green,SetLightColor
1264.wav,1.0,Turn the laundry room lights to twenty two.,don't don't diesel nights drinking too,SetLightBrightness
1265.wav,0.75,Turn the light intensity to level thirty nine,don't like going to be eleven thirty nine,SetLightBrightness
1266.wav,0.75,Turn the light on,delayed on,SwitchLightOn
1267.wav,0.0,Turn the light on in the bedroom,turn the light on in the bedroom,SwitchLightOn
